,EmployerId,Employees,SizeRange,ClientTenure,Industry,ClientStartDate,QuoteDate,Offered,ExistingProducts,NumUniqueProducts,SumPremium
4319,261134876,573,500-999 EE,3679,I25,2008-09-11,2018-12-06,ProductX,Product4,1,10184
4320,524981402,10,10-49 EE,4456,I11,2007-07-09,2019-11-19,ProductX,"Product2,Product4",2,8321
4321,701549142,65,50-99 EE,3710,,2009-01-05,2019-06-28,ProductX,"Product3,Product1,Product4",3,18892
4322,202964576,16,10-49 EE,2769,I25,2012-10-05,2019-12-09,ProductX,"Product2,Product3,Product4",3,24066
4323,626796708,24,10-49 EE,4848,I11,2005-18-04,2018-07-27,ProductX,"Product3,Product2",2,6152
4324,660947779,14,10-49 EE,5263,,2005-21-02,2019-07-21,ProductX,"Product3,Product4",2,14175
4325,523079251,12,10-49 EE,5774,I13,2004-26-02,2019-12-18,ProductX,"Product3,Product4",2,13785
4326,543896760,187,100-499 EE,2289,I15,2012-18-04,2018-07-25,ProductX,"Product2,Product3,Product1",3,13149
4327,703783398,40,10-49 EE,29393,,2098-22-11,2018-06-02,ProductX,"Product2,Product3,Product4",3,12586
4328,272240611,23,10-49 EE,2591,I19,2012-22-05,2019-06-26,ProductX,"Product3,Product4",2,13684
4329,713679,16,10-49 EE,6131,I27,2001-28-11,2018-09-11,ProductX,Product2,1,12506
4330,459080647,18,10-49 EE,1101,I26,2016-12-09,2019-09-18,ProductX,"Product1,Product4",2,13178
4331,704975,18,10-49 EE,6284,I27,2002-22-01,2019-04-07,ProductX,"Product4,Product3,Product2",3,14547
4332,603775778,56,50-99 EE,6295,I12,2002-13-08,2019-11-07,ProductX,"Product2,Product3,Product1",3,15201
4333,675523482,12,10-49 EE,2214,,2012-02-02,2018-02-24,ProductX,"Product4,Product3,Product2",3,14650
4334,801159,31,10-49 EE,4167,I24,2008-30-03,2019-08-27,ProductX,"Product4,Product2,Product1",3,19997
4335,508838923,178,100-499 EE,3542,I24,2009-31-07,2019-04-12,ProductX,"Product3,Product1,Product4",3,22586
4336,802360,26,10-49 EE,2611,I24,2011-27-01,2018-03-22,ProductX,"Product2,Product3,Product1",3,23411
4337,664606720,742,500-999 EE,6642,I24,2001-26-07,2019-10-02,ProductX,"Product4,Product1",2,13880
4338,696180,13,10-49 EE,2414,I14,2012-15-11,2019-06-26,ProductX,"Product2,Product1",2,25626
4339,612164263,11,10-49 EE,1681,I27,2014-11-10,2019-05-19,ProductX,"Product3,Product4",2,15319
4340,640979265,67,50-99 EE,2850,I26,2011-18-06,2019-04-07,ProductX,"Product3,Product2",2,24203
4341,606057343,12,10-49 EE,1116,I22,2015-16-05,2018-06-05,ProductX,"Product4,Product3,Product2",3,22958
4342,755055,19,10-49 EE,6201,I21,2001-14-02,2018-02-06,ProductX,"Product4,Product2,Product1",3,23027
4343,455567806,184,100-499 EE,29581,I20,2099-10-06,2018-06-14,ProductX,"Product3,Product1",2,9698
4344,814615,50,50-99 EE,2397,I22,2012-16-05,2018-12-08,ProductX,"Product3,Product2",2,24685
4345,688183852,74,50-99 EE,3332,I20,2009-22-11,2019-01-06,ProductX,"Product3,Product4",2,12789
4346,756425,25,10-49 EE,5336,I22,2003-14-07,2018-02-21,ProductX,"Product3,Product1,Product4",3,15513
4347,482582532,14,10-49 EE,1012,I27,2016-12-01,2018-10-20,ProductX,"Product3,Product2",2,6496
4348,721771,45,10-49 EE,5545,I14,2002-20-12,2018-02-24,ProductX,"Product3,Product1",2,14256
4349,272160851,54,50-99 EE,5125,I12,2005-15-08,2019-08-27,ProductX,"Product3,Product1,Product2",3,24298
4350,566646240,77,50-99 EE,4975,I27,2004-26-06,2018-02-08,ProductX,"Product3,Product1,Product2",3,6078
4351,482568,37,10-49 EE,29092,I20,2099-19-06,2019-10-25,ProductX,"Product4,Product3,Product2",3,18258
4352,20841668,14,10-49 EE,1268,I17,2015-16-02,2018-08-07,ProductX,"Product2,Product4",2,12966
4353,661858395,12,10-49 EE,3615,I07,2008-07-06,2018-05-01,ProductX,"Product2,Product4",2,13821
4354,737889,9,0-9 EE,29113,I07,2099-21-08,2019-12-06,ProductX,"Product4,Product1,Product2",3,12438
4355,675879649,29,10-49 EE,6198,,2002-11-08,2019-07-31,ProductX,"Product3,Product1",2,29765
4356,710016337,77,50-99 EE,1910,,2013-16-09,2018-12-09,ProductX,Product1,1,13870
4357,461843,20,10-49 EE,4092,I21,2007-13-10,2018-12-26,ProductX,"Product4,Product3,Product2",3,24864
4358,165239507,516,500-999 EE,4260,I09,2007-07-03,2018-11-04,ProductX,"Product3,Product1",2,4829
4359,620990304,12,10-49 EE,6413,I11,2002-21-04,2019-11-11,ProductX,"Product3,Product1,Product4",3,34558
4360,474222,15,10-49 EE,2079,I22,2013-02-08,2019-04-12,ProductX,Product4,1,14377
4361,369047369,33,10-49 EE,3385,I23,2009-26-09,2019-01-02,ProductX,"Product4,Product2",2,9666
4362,430859153,42,10-49 EE,1370,I13,2015-04-02,2018-11-05,ProductX,"Product2,Product3,Product4",3,27528
4363,779107,66,50-99 EE,5467,I22,2003-01-03,2018-02-17,ProductX,"Product3,Product1,Product4",3,28685
4364,383301963,105,100-499 EE,5846,I27,2002-18-05,2018-05-20,ProductX,"Product3,Product1,Product4",3,12110
4365,514763818,257,100-499 EE,4263,I25,2008-27-04,2019-12-29,ProductX,"Product3,Product2",2,12209
4366,617954,526,500-999 EE,3883,I24,2008-08-02,2018-09-26,ProductX,"Product3,Product1,Product4",3,18949
4367,765076,23,10-49 EE,6555,I20,2001-28-10,2019-10-09,ProductX,"Product2,Product1,Product4",3,24365
4368,686202,1841,1000-4999EE,5305,I24,2003-03-09,2018-03-13,ProductX,"Product1,Product4",2,3392
4369,556824,10,10-49 EE,4484,I12,2006-21-02,2018-06-02,ProductX,"Product3,Product2",2,22452
4370,510125,52,50-99 EE,3500,I20,2009-16-05,2018-12-15,ProductX,"Product3,Product4",2,25447
4371,462866,13,10-49 EE,4955,I27,2004-20-07,2018-02-12,ProductX,"Product4,Product1,Product2",3,14971
4372,23274717,13,10-49 EE,6792,I22,2000-02-06,2019-01-06,ProductX,"Product3,Product2,Product1,Product4",4,23189
4373,720431,17,10-49 EE,5213,I12,2005-28-08,2019-12-06,ProductX,"Product4,Product3,Product2",3,30924
4374,442901,15,10-49 EE,3807,I14,2007-09-12,2018-05-12,ProductX,"Product1,Product4",2,14374
4375,33961081,101,100-499 EE,6776,I21,2000-20-06,2019-01-08,ProductX,"Product3,Product1,Product4",3,23907
4376,478643539,15,10-49 EE,7100,I24,2000-10-06,2019-11-18,ProductX,"Product4,Product2",2,14983
4377,341652399,18,10-49 EE,4008,I19,2007-17-06,2018-06-07,ProductX,"Product2,Product3,Product1",3,12872
4378,684738271,41,10-49 EE,975,,2016-21-01,2018-09-22,ProductX,Product1,1,12837
4379,535592,8,0-9 EE,3798,I22,2008-28-01,2018-06-22,ProductX,"Product4,Product1,Product2",3,11155
4380,766161,19,10-49 EE,2473,I21,2012-29-09,2019-07-08,ProductX,"Product3,Product1,Product2",3,21029
4381,762164,42,10-49 EE,3043,I20,2010-11-03,2018-07-10,ProductX,"Product3,Product4",2,27883
4382,56359601,13,10-49 EE,29164,I15,2099-25-10,2019-12-20,ProductX,Product2,1,11887
4383,630973971,36,10-49 EE,5725,,2004-16-04,2019-12-19,ProductX,"Product1,Product2",2,31963
4384,247537203,14,10-49 EE,4825,I14,2006-15-05,2019-07-31,ProductX,"Product3,Product4",2,8716
4385,364494577,35,10-49 EE,6663,I19,2001-07-03,2019-06-04,ProductX,"Product1,Product2",2,19107
4386,562207767,23,10-49 EE,3892,I07,2008-09-10,2019-06-06,ProductX,Product1,1,29462
4387,705534504,52,50-99 EE,5306,,2003-27-07,2018-02-04,ProductX,"Product3,Product1,Product2",3,35018
4388,373401628,27,10-49 EE,1681,I12,2015-08-04,2019-11-14,ProductX,"Product4,Product3,Product2",3,15855
4389,593959984,16,10-49 EE,2737,I26,2011-31-12,2019-06-29,ProductX,"Product4,Product3,Product1,Product2",4,15770
4390,278855339,16,10-49 EE,4593,I27,2006-18-03,2018-10-14,ProductX,"Product3,Product1",2,18031
4391,200859968,56,50-99 EE,5588,I20,2003-13-12,2019-04-01,ProductX,"Product2,Product4",2,14779
4392,624700971,507,500-999 EE,2243,I20,2012-22-11,2019-01-13,ProductX,"Product3,Product4,Product1,Product2",4,18609
4393,868678,6,0-9 EE,3579,I11,2008-24-03,2018-01-10,ProductX,"Product2,Product4",2,16565
4394,553994525,68,50-99 EE,2922,I20,2011-21-06,2019-06-21,ProductX,"Product3,Product4",2,19330
4395,155261336,6,0-9 EE,4685,I26,2006-24-07,2019-05-22,ProductX,"Product2,Product1",2,14351
4396,581352,84,50-99 EE,4987,I13,2006-24-03,2019-11-18,ProductX,"Product3,Product4",2,13251
4397,459041197,17,10-49 EE,7151,I17,2000-03-02,2019-09-02,ProductX,"Product3,Product2",2,8257
4398,546649,4,0-9 EE,28712,,2098-19-07,2019-12-09,ProductX,"Product4,Product3,Product2",3,18011
4399,694064162,66,50-99 EE,1304,I27,2014-03-09,2018-03-30,ProductX,"Product2,Product1,Product4",3,16923
4400,579866580,13,10-49 EE,3397,,2008-20-12,2018-04-09,ProductX,"Product3,Product1,Product4",3,17362
4401,655163396,20,10-49 EE,1355,,2015-29-10,2019-07-15,ProductX,"Product4,Product1,Product2",3,17497
4402,702418902,35,10-49 EE,2893,,2011-26-11,2019-10-28,ProductX,"Product2,Product3,Product1",3,16103
4403,656263612,12,10-49 EE,3156,I17,2010-10-04,2018-11-30,ProductX,"Product4,Product2",2,24307
4404,666768513,97,50-99 EE,6666,I09,2000-12-03,2018-06-12,ProductX,"Product2,Product3,Product1,Product4",4,20737
4405,38164297,105,100-499 EE,6462,I27,2001-01-05,2019-01-09,ProductX,"Product3,Product1",2,30828
4406,40709315,16,10-49 EE,6438,I21,2001-06-11,2019-06-23,ProductX,"Product2,Product3,Product4",3,18999
4407,550193217,19,10-49 EE,3750,I26,2009-24-06,2019-09-30,ProductX,"Product4,Product2,Product1",3,24353
4408,600456,5,0-9 EE,5346,I07,2005-10-04,2019-11-29,ProductX,"Product4,Product1,Product2",3,27790
4409,562036106,50,50-99 EE,28779,,2098-10-02,2019-04-27,ProductX,"Product3,Product1,Product4",3,34780
4410,577859299,93,50-99 EE,2676,I27,2010-04-12,2018-04-02,ProductX,"Product2,Product3,Product4",3,19262
4411,331531885,21,10-49 EE,1150,I23,2015-03-05,2018-06-26,ProductX,"Product4,Product2",2,18440
4412,300557788,6,0-9 EE,5721,I12,2004-19-01,2019-09-18,ProductX,"Product4,Product2,Product1",3,24055
4413,675756003,82,50-99 EE,3649,,2008-29-05,2018-05-26,ProductX,"Product4,Product1",2,31277
4414,548749,14,10-49 EE,3689,I21,2008-18-02,2018-03-26,ProductX,"Product2,Product3,Product1,Product4",4,30401
4415,402432870,14,10-49 EE,5174,I24,2004-05-12,2019-02-04,ProductX,"Product3,Product1,Product4",3,19819
4416,832418,254,100-499 EE,1714,I22,2014-17-08,2019-04-27,ProductX,"Product4,Product1",2,15948
4417,623900,59,50-99 EE,2182,I27,2013-16-05,2019-05-07,ProductX,"Product3,Product2",2,9595
4418,664546301,21,10-49 EE,2323,,2012-25-02,2018-07-06,ProductX,"Product3,Product4",2,14446
4419,277040824,375,100-499 EE,2506,I27,2011-20-07,2018-05-30,ProductX,"Product3,Product2",2,19854
4420,416567563,23,10-49 EE,29758,I22,2099-21-07,2018-01-29,ProductX,"Product4,Product2,Product1",3,33923
4421,482648,99,50-99 EE,5099,I01,2004-20-12,2018-12-06,ProductX,Product2,1,6434
4422,562627769,12,10-49 EE,3268,I13,2010-18-01,2018-12-30,ProductX,"Product4,Product3,Product1",3,14332
4423,614261696,12,10-49 EE,4169,I17,2008-26-06,2019-11-25,ProductX,"Product4,Product3,Product2",3,31149
4424,769729,18,10-49 EE,29383,I20,2099-09-10,2019-04-29,ProductX,"Product3,Product1,Product2",3,26581
4425,458408244,48,10-49 EE,4239,I11,2007-05-07,2019-02-11,ProductX,"Product4,Product3,Product1",3,31457
4426,630446941,68,50-99 EE,6185,I22,2002-16-09,2019-08-23,ProductX,"Product4,Product2,Product1",3,26092
4427,636140116,17,10-49 EE,3971,,2007-15-10,2018-08-29,ProductX,"Product2,Product3,Product1,Product4",4,24443
4428,2847312,27,10-49 EE,29412,I23,2099-14-05,2018-11-03,ProductX,"Product3,Product1,Product2",3,24234
4429,103176902,27,10-49 EE,29665,I11,2099-05-04,2018-01-15,ProductX,"Product3,Product4",2,17502
4430,679679293,4,0-9 EE,5205,,2003-13-12,2018-03-14,ProductX,Product1,1,10958
4431,568172480,58,50-99 EE,4160,I20,2006-28-10,2018-03-19,ProductX,"Product3,Product4",2,23294
4432,624222053,30,10-49 EE,29586,I13,2099-08-02,2018-02-07,ProductX,"Product4,Product2",2,16657
4433,603197768,25,10-49 EE,6105,I21,2002-05-10,2019-06-23,ProductX,"Product4,Product2,Product3,Product1",4,28509
4434,425219165,14,10-49 EE,1183,I11,2015-29-07,2018-10-24,ProductX,"Product3,Product1,Product4",3,24637
4435,438424,156,100-499 EE,5959,I27,2003-09-08,2019-12-02,ProductX,"Product4,Product3,Product1",3,17442
4436,63948152,31,10-49 EE,1985,I12,2013-11-04,2018-09-17,ProductX,"Product2,Product1,Product4",3,23043
4437,509303,75,50-99 EE,5750,I23,2002-22-08,2018-05-20,ProductX,"Product2,Product3,Product1",3,38298
4438,180544875,15,10-49 EE,910,I27,2016-09-01,2018-07-07,ProductX,"Product4,Product2,Product1",3,11238
4439,655256297,93,50-99 EE,6914,I20,2000-25-05,2019-04-30,ProductX,"Product3,Product1,Product4",3,24628
4440,396384570,10,10-49 EE,4097,I12,2007-06-02,2018-04-26,ProductX,"Product4,Product2,Product1",3,18189
4441,584210463,35,10-49 EE,2436,I23,2013-28-01,2019-09-30,ProductX,"Product1,Product4",2,12500
4442,486716592,25,10-49 EE,4966,I13,2006-09-04,2019-11-13,ProductX,"Product4,Product3,Product2",3,17711
4443,812713,26,10-49 EE,5829,I27,2002-22-04,2018-04-07,ProductX,"Product2,Product1,Product4",3,27955
4444,812300,31,10-49 EE,1638,I12,2015-23-04,2019-10-17,ProductX,"Product1,Product4",2,26930
4445,670372086,10,10-49 EE,3204,,2010-07-07,2019-04-15,ProductX,"Product2,Product1",2,11527
4446,67022826,22,10-49 EE,5444,I27,2004-02-09,2019-07-30,ProductX,"Product2,Product1,Product4",3,28986
4447,689765131,23,10-49 EE,2407,,2011-24-11,2018-06-27,ProductX,"Product4,Product3,Product1",3,27882
4448,614447959,31,10-49 EE,4882,I27,2005-17-03,2018-07-29,ProductX,"Product4,Product2",2,14327
4449,75288581,48,10-49 EE,4607,I02,2006-27-10,2019-06-08,ProductX,Product1,1,13222
4450,685017172,36,10-49 EE,2360,,2013-21-02,2019-08-09,ProductX,"Product4,Product2",2,19433
4451,664723,14,10-49 EE,5295,I13,2005-21-02,2019-08-22,ProductX,"Product3,Product2",2,21565
4452,421636839,23,10-49 EE,5592,I12,2003-12-10,2019-02-02,ProductX,"Product4,Product3,Product2",3,17500
4453,488947,15,10-49 EE,4156,I22,2007-03-09,2019-01-19,ProductX,"Product4,Product3,Product1,Product2",4,20833
4454,467150,20,10-49 EE,4384,I19,2006-08-04,2018-04-09,ProductX,"Product4,Product1,Product2",3,11370
4455,358822907,18,10-49 EE,5912,I20,2003-11-06,2019-08-18,ProductX,"Product3,Product1",2,24344
4456,537646761,55,50-99 EE,2160,I20,2014-23-01,2019-12-23,ProductX,Product3,1,3260
4457,302172205,410,100-499 EE,29034,I20,2098-14-08,2019-02-16,ProductX,"Product1,Product4",2,23596
4458,664474757,135,100-499 EE,3089,,2011-01-01,2019-06-17,ProductX,"Product2,Product3,Product4",3,25343
4459,575597731,12,10-49 EE,2587,I09,2011-31-08,2018-09-30,ProductX,"Product3,Product1",2,20345
4460,281806748,231,100-499 EE,5005,I21,2005-14-07,2019-03-28,ProductX,Product4,1,13858
4461,533495,28,10-49 EE,730,I22,2016-15-02,2018-02-14,ProductX,"Product4,Product2,Product1",3,28044
4462,490172940,27,10-49 EE,2398,I23,2011-09-07,2018-01-31,ProductX,"Product1,Product2",2,10085
4463,705755317,98,50-99 EE,5310,,2004-08-01,2018-07-23,ProductX,"Product4,Product3,Product1",3,19946
4464,461400836,61,50-99 EE,2542,I02,2011-09-12,2018-11-24,ProductX,"Product3,Product2",2,7285
4465,638646653,30,10-49 EE,965,,2016-09-11,2019-07-02,ProductX,"Product1,Product2",2,26178
4466,198953343,4,0-9 EE,29340,I20,2098-28-06,2018-02-28,ProductX,"Product3,Product1,Product2",3,14051
4467,688774280,13,10-49 EE,6248,,2001-24-07,2018-09-01,ProductX,"Product4,Product2,Product3,Product1",4,22744
4468,388949729,28,10-49 EE,1365,I16,2014-04-06,2018-02-28,ProductX,"Product2,Product1",2,13561
4469,723548,13,10-49 EE,4790,I27,2005-29-01,2018-03-12,ProductX,"Product3,Product1,Product2",3,23564
4470,579688524,18,10-49 EE,6614,I20,2001-21-06,2019-07-31,ProductX,Product4,1,6813
4471,67082664,63,50-99 EE,2603,I27,2011-24-05,2018-07-09,ProductX,Product4,1,11560
4472,385155059,29,10-49 EE,3416,I20,2009-18-09,2019-01-25,ProductX,"Product4,Product3,Product1,Product2",4,24559
4473,638821665,15,10-49 EE,29217,,2098-09-05,2018-05-12,ProductX,"Product4,Product3,Product1",3,29452
4474,792227,11,10-49 EE,3587,I27,2009-05-09,2019-07-02,ProductX,"Product2,Product1",2,22548
4475,623693004,10,10-49 EE,28692,I21,2098-16-02,2019-07-29,ProductX,"Product4,Product2",2,7854
4476,702062,106,100-499 EE,1436,I26,2014-19-09,2018-08-25,ProductX,"Product3,Product1,Product4",3,16432
4477,617634,7,0-9 EE,2061,I19,2012-11-11,2018-07-04,ProductX,"Product4,Product2",2,11257
4478,207839756,20,10-49 EE,3729,I12,2009-30-01,2019-04-17,ProductX,"Product3,Product1",2,19510
4479,167898688,244,100-499 EE,4242,I14,2006-05-09,2018-04-17,ProductX,"Product4,Product1,Product2",3,11583
4480,381289479,35,10-49 EE,932,I27,2016-29-02,2018-09-18,ProductX,"Product4,Product2",2,8840
4481,168374835,12,10-49 EE,2561,I25,2011-29-10,2018-11-02,ProductX,"Product3,Product4",2,17463
4482,551811536,18,10-49 EE,2217,I11,2011-29-12,2018-01-23,ProductX,"Product3,Product2",2,18075
4483,433102,43,10-49 EE,4409,I20,2006-22-06,2018-07-18,ProductX,"Product3,Product1,Product2",3,17400
4484,71564116,28,10-49 EE,29242,I22,2098-09-07,2018-06-17,ProductX,Product2,1,15706
4485,836969,16,10-49 EE,5938,I27,2003-21-06,2019-09-23,ProductX,"Product2,Product1",2,25482
4486,23418129,132,100-499 EE,5733,I22,2002-19-11,2018-07-31,ProductX,"Product3,Product4",2,9641
4487,508599236,33,10-49 EE,29186,I22,2098-15-03,2018-04-18,ProductX,"Product1,Product2",2,6599
4488,622562764,111,100-499 EE,1476,I25,2015-04-01,2019-01-19,ProductX,"Product4,Product2,Product3,Product1",4,23944
4489,809533,17,10-49 EE,5067,I27,2004-10-10,2018-08-25,ProductX,"Product3,Product4",2,12496
4490,475483,168,100-499 EE,4975,I12,2006-30-03,2019-11-12,ProductX,"Product3,Product1",2,13142
4491,672732,22,10-49 EE,2940,I13,2011-16-02,2019-03-06,ProductX,"Product3,Product1,Product4",3,14674
4492,493190805,140,100-499 EE,3761,I27,2008-20-02,2018-06-08,ProductX,"Product4,Product1,Product2",3,20388
4493,656769019,14,10-49 EE,3367,,2009-04-02,2018-04-25,ProductX,"Product4,Product3,Product2",3,31100
4494,151959402,15,10-49 EE,6105,I27,2002-02-02,2018-10-21,ProductX,"Product4,Product2,Product3,Product1",4,28359
4495,823696,23,10-49 EE,2027,I27,2013-19-05,2018-12-06,ProductX,"Product3,Product2,Product1,Product4",4,28064
4496,638281906,19,10-49 EE,6389,,2001-09-03,2018-09-05,ProductX,"Product2,Product3,Product1",3,24730
4497,628408513,18,10-49 EE,3364,,2008-21-11,2018-02-06,ProductX,"Product3,Product1",2,19057
4498,307042757,10,10-49 EE,2884,I11,2011-28-10,2019-09-20,ProductX,"Product3,Product1",2,18509
4499,775542,144,100-499 EE,6961,I20,2000-06-11,2019-11-28,ProductX,"Product3,Product4",2,11140
4500,682422,34,10-49 EE,3699,I19,2008-31-03,2018-05-17,ProductX,"Product4,Product3,Product1",3,37936
4501,534990,35,10-49 EE,2688,I15,2012-23-03,2019-08-02,ProductX,"Product2,Product3,Product4",3,16667
4502,675377376,63,50-99 EE,5341,,2003-31-05,2018-01-13,ProductX,"Product4,Product3,Product1,Product2",4,17325
4503,452632,37,10-49 EE,3013,I23,2011-13-06,2019-09-12,ProductX,"Product3,Product2",2,14614
4504,620061436,41,10-49 EE,5278,I20,2004-27-07,2019-01-08,ProductX,"Product2,Product1,Product4",3,27335
4505,112835914,12,10-49 EE,6132,,2001-11-10,2018-07-26,ProductX,"Product2,Product3,Product4",3,35450
4506,189766120,128,100-499 EE,29705,I06,2099-10-11,2018-07-13,ProductX,Product1,1,10662
4507,650278039,21,10-49 EE,3351,I27,2009-14-09,2018-11-17,ProductX,"Product3,Product4",2,7484
4508,625745112,34,10-49 EE,5287,I20,2003-13-12,2018-06-04,ProductX,"Product3,Product2",2,11753
4509,337833941,45,10-49 EE,2482,I27,2011-10-07,2018-04-26,ProductX,Product3,1,10383
4510,509973423,47,10-49 EE,1091,I15,2016-16-05,2019-05-12,ProductX,"Product2,Product3,Product4",3,25379
4511,683179657,4,0-9 EE,6745,,2001-03-01,2019-06-23,ProductX,"Product1,Product2",2,15351
4512,602026944,27,10-49 EE,2700,I22,2011-23-04,2018-09-13,ProductX,"Product4,Product2",2,21100
4513,670661791,256,100-499 EE,29294,,2098-04-07,2018-04-21,ProductX,"Product4,Product2",2,12594
4514,650460868,6,0-9 EE,4679,,2005-24-12,2018-10-16,ProductX,"Product4,Product1,Product2",3,29355
4515,507119,32,10-49 EE,29447,I22,2099-23-05,2018-10-08,ProductX,"Product3,Product4",2,26188
4516,123670781,12,10-49 EE,7043,I27,2000-09-05,2019-08-21,ProductX,"Product2,Product1,Product4",3,17880
4517,659724954,16,10-49 EE,3692,,2009-14-05,2019-06-23,ProductX,"Product3,Product1,Product2",3,23568
4518,573210918,259,100-499 EE,4713,I20,2005-11-02,2018-01-07,ProductX,"Product4,Product3,Product1",3,20410
4519,682507795,158,100-499 EE,2849,,2011-05-08,2019-05-24,ProductX,"Product4,Product3,Product1,Product2",4,20796
4520,423023497,101,100-499 EE,5417,I27,2004-30-06,2019-04-30,ProductX,"Product1,Product2",2,33567
4521,144289955,59,50-99 EE,5908,I13,2003-27-08,2019-10-30,ProductX,"Product1,Product4",2,27094
4522,701282794,45,10-49 EE,1608,,2014-05-07,2018-11-29,ProductX,"Product4,Product2",2,17706
4523,614323887,459,100-499 EE,1795,I27,2014-12-11,2019-10-12,ProductX,"Product2,Product3,Product4",3,14302
4524,493917694,49,10-49 EE,4792,I27,2005-28-10,2018-12-11,ProductX,"Product3,Product1",2,14921
4525,564092,806,500-999 EE,2918,I25,2011-28-12,2019-12-24,ProductX,"Product3,Product1",2,14999
4526,622822209,14,10-49 EE,29777,I20,2099-01-12,2018-05-23,ProductX,"Product4,Product1,Product2",3,11347
4527,514166611,71,50-99 EE,2291,I26,2012-01-01,2018-04-10,ProductX,"Product3,Product1,Product2",3,31573
4528,697940954,21,10-49 EE,4053,,2006-14-12,2018-01-18,ProductX,"Product3,Product4",2,6726
4529,705678159,48,10-49 EE,3773,,2009-20-03,2019-07-19,ProductX,"Product2,Product4",2,22004
4530,514864,177,100-499 EE,1209,I27,2015-06-11,2019-02-27,ProductX,"Product2,Product1,Product4",3,36877
4531,474710,27,10-49 EE,6500,I20,2002-18-02,2019-12-06,ProductX,"Product3,Product1",2,24386
4532,281993543,9,0-9 EE,3241,,2009-20-11,2018-10-05,ProductX,"Product3,Product2",2,20911
4533,541418709,75,50-99 EE,1755,I27,2013-21-11,2018-09-11,ProductX,"Product1,Product4",2,12758
4534,660051330,42,10-49 EE,6583,,2000-25-09,2018-10-04,ProductX,Product1,1,13755
4535,478605151,31,10-49 EE,1036,I27,2015-10-12,2018-10-11,ProductX,"Product3,Product2",2,29162
4536,688622601,76,50-99 EE,6087,,2002-28-05,2019-01-26,ProductX,"Product4,Product3,Product1",3,15391
4537,275391682,10,10-49 EE,5543,I20,2004-16-04,2019-06-20,ProductX,"Product3,Product1,Product2",3,16992
4538,507834432,13,10-49 EE,4471,I07,2006-09-04,2018-07-06,ProductX,"Product3,Product4",2,5997
4539,518813193,50,50-99 EE,607,I21,2016-19-06,2018-02-16,ProductX,"Product3,Product1",2,16295
4540,477925825,23,10-49 EE,5185,I13,2004-25-06,2018-09-05,ProductX,Product4,1,7147
4541,463815944,52,50-99 EE,3601,I27,2009-03-04,2019-02-11,ProductX,"Product3,Product1",2,20334
4542,694171463,13,10-49 EE,5291,,2004-19-10,2019-04-15,ProductX,"Product2,Product3,Product1",3,21811
4543,656343042,19,10-49 EE,6289,,2001-07-07,2018-09-25,ProductX,"Product2,Product3,Product4",3,35394
4544,456870613,129,100-499 EE,4738,I21,2005-30-12,2018-12-20,ProductX,"Product2,Product1,Product4",3,22631
4545,497253534,29,10-49 EE,1063,I20,2016-26-12,2019-11-24,ProductX,"Product4,Product1",2,9205
4546,601138934,18,10-49 EE,1778,I27,2013-17-06,2018-04-30,ProductX,"Product2,Product4",2,14049
4547,132966905,44,10-49 EE,1647,I25,2015-12-03,2019-09-14,ProductX,"Product3,Product1,Product4",3,16310
4548,614115,14,10-49 EE,28612,I13,2098-13-04,2019-12-12,ProductX,"Product3,Product1,Product4",3,20762
4549,207876346,23,10-49 EE,2911,I27,2010-11-06,2018-05-31,ProductX,"Product4,Product3,Product1,Product2",4,28694
4550,692724466,12,10-49 EE,1488,,2015-23-07,2019-08-19,ProductX,"Product4,Product2,Product3,Product1",4,36422
4551,290968288,447,100-499 EE,3077,I13,2011-27-02,2019-08-01,ProductX,"Product3,Product1",2,15191
4552,254481867,123,100-499 EE,1983,I02,2013-11-10,2019-03-17,ProductX,"Product4,Product3,Product2",3,26249
4553,647639394,24,10-49 EE,6024,,2003-17-04,2019-10-14,ProductX,"Product3,Product1",2,26572
4554,224526609,139,100-499 EE,3803,I21,2007-04-09,2018-02-01,ProductX,"Product3,Product4",2,19654
4555,222317633,16,10-49 EE,5412,I27,2004-07-09,2019-07-03,ProductX,"Product2,Product3,Product1",3,13617
4556,991905,35,10-49 EE,2173,I11,2013-25-06,2019-06-07,ProductX,"Product2,Product4",2,13981
4557,222346557,9,0-9 EE,4026,I13,2008-06-02,2019-02-14,ProductX,"Product1,Product2",2,18691
4558,689226,286,100-499 EE,3183,I19,2011-26-03,2019-12-12,ProductX,"Product2,Product3,Product1",3,21812
4559,393781737,24,10-49 EE,5525,I15,2003-19-12,2019-02-03,ProductX,Product2,1,17984
4560,374669081,60,50-99 EE,3792,I23,2009-27-01,2019-06-16,ProductX,"Product3,Product1,Product4",3,28984
4561,530092,10,10-49 EE,29372,I15,2099-30-01,2018-08-31,ProductX,"Product4,Product1",2,13895
4562,214105253,16,10-49 EE,6392,I20,2001-24-09,2019-03-26,ProductX,Product1,1,6507
4563,67934137,21,10-49 EE,4025,I20,2008-12-07,2019-07-20,ProductX,"Product3,Product1,Product2",3,18803
4564,615739742,24,10-49 EE,6512,I26,2000-04-03,2018-01-01,ProductX,"Product3,Product1,Product2",3,23674
4565,325650035,20,10-49 EE,1419,I27,2014-17-10,2018-09-05,ProductX,"Product3,Product1,Product2",3,12894
