EmployerId,Employees,Industry,NetworkStrength,ZipCode,ClientStartDate
166125506,27,I20,0.5114,97015,05/26/09
293763261,4,I05,0.4146,32207,08/01/00
509982926,55,I11,-0.0555,02116,09/05/10
595703578,141,I22,0.7129,48150,06/20/15
571671912,1206,,0.5733,12210,12/19/02
208710910,87,I20,-0.6195,54751,08/12/08
156508051,10,I27,0.2655,55075,03/06/03
723776,11,I22,0.4381,08091,10/11/14
497422,6,I14,0.8190,30318,08/29/03
227847020,24,I13,0.9787,39157,02/28/01
643421924,38,I23,0.8821,30518,06/04/04
868962,35,I07,0.5768,11042,09/20/99
612689,31,I13,0.8190,30303,06/04/13
660481,5,I19,0.3493,19026,06/28/98
589553,25,I27,0.4542,11751,02/15/08
473238137,4,I25,-0.3616,53094,05/14/09
261223645,202,I20,-0.1127,05446,04/07/00
233394751,8,I15,-0.0333,06067,08/02/15
105806940,92,I19,0.0655,08008,07/17/06
853364,2,I22,0.7873,93308,07/08/05
499899963,40,I11,0.1056,60603,08/15/01
276507600,9,I21,0.8190,30092,10/12/06
75802759,8,I24,0.2401,28105,02/24/06
580894,47,I22,0.1789,65807,03/21/02
591341833,9,I20,0.1530,98109,12/28/00
626145476,30,,0.0561,53172,08/09/13
685859,54,I20,0.3918,10036,10/21/10
615695,6,I16,0.1007,63131,11/23/01
614196,2,I13,0.7381,94954,11/25/01
799034,16,I19,0.0031,19310,01/18/15
572445,48,I11,0.6690,80634,09/21/14
538336,20,I22,0.1011,77032,04/30/05
266065439,10,I14,0.2923,20007,03/04/15
470932084,41,I20,0.4646,83401,10/23/10
434340,25,I13,0.1530,98101,02/26/10
387223477,874,I13,0.1056,60654,10/02/03
498409612,48,I25,-0.2554,28779,07/16/09
726136,16,I19,0.6907,48219,11/21/15
543990,10,I19,-1.2744,35089,07/14/12
738765,11,,-0.1124,55431,09/04/99
441929865,122,I13,0.1056,60602,05/06/11
33548558,14,I27,?,81611,04/08/05
605740234,116,,1.0891,30507,11/12/16
586460,37,I19,0.1007,63043,05/27/00
661641823,2,,0.2965,20851,04/02/01
241747296,14,I19,0.0031,19320,06/29/13
23496461,21,I12,0.5923,45322,03/25/08
208794339,3,,0.4496,94070,03/31/04
532615,83,I27,0.8372,12831,01/27/15
675295,75,I20,0.0306,53029,10/21/05
44490426,13,I11,0.7381,95442,10/01/98
144067303,87,I13,-0.0555,02110,05/08/07
449165,3,I09,0.1490,75093,04/11/99
53318685,33,I19,0.3394,68137,01/13/16
720797,2,I22,1.0705,27012,06/15/13
644139,2,I12,-0.1265,07083,01/09/07
432546235,130,I20,0.1056,60607,12/22/09
530481,144,I13,0.1056,60606,03/23/10
620885,10,I22,-1.3195,75670,04/29/13
98612359,132,I12,-0.6589,04122,12/06/01
102095870,3,I27,0.6770,92624,10/06/11
515699513,6,I26,0.4125,95128,11/30/05
657659436,114,I12,0.3172,43147,01/24/99
778364,94,I14,-0.6799,59601,10/23/10
190239131,3,I22,0.6284,92008,09/25/01
742006,184,I20,-0.4873,78942,07/24/03
712153,41,I26,0.6383,93901,11/04/12
329358865,3,I26,0.6770,92627,02/09/14
254754033,162,I17,0.4332,20120,01/05/99
603458,250,,-0.0333,06032,08/21/12
506052761,30,I20,0.1056,60527,04/05/99
650414118,15,,0.1126,46818,07/12/12
408031388,9,I07,0.2259,20776,04/30/11
589485410,31,I24,-0.2531,18704,08/07/08
512105228,23,I22,-0.0188,01876,04/10/98
590992,19,I27,0.6284,92128,11/03/08
648231,16,I27,0.3493,19033,05/31/01
281047516,636,I21,0.7075,33315,02/26/10
278636739,22,I20,0.7129,48150,03/07/12
743974,11,I13,-0.4376,02903,04/01/08
279661079,51,I23,0.2965,20904,10/28/15
458890400,7,I22,0.6648,14210,05/23/01
4971472,1095,I22,0.1815,60517,08/08/15
689049,19,,0.6423,98409,12/07/00
636153,2,I12,-0.4309,35209,02/22/15
330768277,188,I21,0.3518,49802,07/01/09
450448,19,I07,0.7075,33324,01/07/01
634153101,6,,0.3866,55114,06/15/11
625497,17,,0.6643,13204,07/09/00
532581,13,,0.4332,95667,09/04/09
560344440,16,I14,-0.2378,02464,03/20/98
109721036,58,I27,0.5768,11791,02/29/04
468107165,61,I13,0.6907,48302,03/05/01
509856848,29,I20,-0.4196,14441,09/30/12
499986,22,I25,0.5411,90404,07/07/10
491587,25,I27,0.0777,98901,09/20/99
239960266,38,I11,0.3197,32751,03/06/12
513828434,12,I12,0.0112,48912,03/18/04
501745050,29,I20,0.0257,32904,07/30/02
249759806,987,I16,0.4789,32701,10/23/02
432170,68,I27,0.1183,08609,01/08/02
505069,3,I27,-0.4454,71964,04/14/07
839607,100,I01,-0.6080,62454,09/02/98
625887,12,I27,0.3407,02840,09/07/08
369928179,3,I27,0.4228,21703,07/25/15
660090,37,I22,-0.4597,61111,07/31/15
594225,15,I09,-0.2378,02451,01/22/01
595521,23,I20,0.1530,98001,06/29/11
567659948,8,I20,0.8537,94551,07/06/00
331570495,36,,0.8821,30019,08/01/14
733374,598,,0.5768,11590,12/26/00
594691,40,I20,0.8792,49329,08/14/16
416839420,9,I27,0.5491,98201,05/09/03
228866405,22,I25,0.5411,91206,10/07/10
166372947,38,I27,-0.8657,27317,09/18/15
530440,5,I27,0.2923,20024,11/19/99
629333799,6,I13,-0.3488,73105,01/24/12
298460582,3,I27,-0.2294,57043,12/07/98
647324128,1298,I23,0.4125,95122,02/07/06
677263,19,I16,-0.4715,61032,04/08/99
221804357,23,I07,0.2475,32084,11/15/10
523816,3,I14,0.2884,66062,12/12/15
677794296,15,I11,0.2655,55121,06/26/14
625413806,194,,0.0561,53217,04/26/11
697877,2,I23,0.1490,75087,03/10/09
441075,127,I17,0.6907,48390,11/04/98
835214,19,I26,0.3866,55117,10/21/04
648406,30,I20,-0.1242,07603,01/18/03
327426575,9,I11,0.2923,20016,12/06/98
425983580,49,,0.4552,97317,01/27/06
577231068,293,I09,0.5411,90401,03/11/14
19646488,56,I08,0.1056,60606,05/12/05
849529,5,I15,0.4933,10533,08/16/10
610710652,11,I14,0.2923,20005,09/14/09
482162,3,I13,-0.6440,68512,08/13/15
869402,6,I24,0.2225,21209,05/05/14
379967416,17,I11,-0.1704,27606,12/26/16
841840,216,I21,-0.9152,24012,01/24/16
796264,329,I20,?,79556,12/10/05
599855487,23,I23,0.1056,60173,06/27/15
607250,27,I12,0.1815,60187,02/03/04
271942184,83,I22,0.1007,63045,03/08/15
224636528,59,I22,0.4554,63110,12/16/09
777880,36,I02,0.5411,90024,05/27/99
729621,36,I11,-0.0188,01915,06/08/98
573543349,14,I24,0.8190,30022,09/05/04
470883,55,I13,0.7194,33146,05/24/11
373264748,9,I13,0.3749,75001,03/17/07
774750,30,I20,0.0561,53224,02/13/06
783883,11,,0.3413,78746,03/02/04
651803,37,I02,-0.6094,55802,08/23/10
548937366,5,I02,0.0558,94108,12/28/99
163012247,350,I27,0.2935,19952,07/30/11
519003,19,I22,0.1056,60076,07/22/04
430232887,18,I22,0.2370,19422,08/19/00
527259,31,,0.4187,20743,06/14/00
97518365,37,I20,0.1183,08512,10/08/10
349185282,10,I20,-0.3821,03031,09/23/02
717516,196,I26,0.4384,05346,09/04/01
588041,26,I11,0.1226,63005,04/25/10
789070,12,I27,?,07111,04/27/06
333404635,8,I01,0.7194,33126,06/24/12
734817,9,I27,0.5411,91744,12/07/16
773369,20,I27,0.1056,60606,05/10/98
610227,9,I24,-0.6799,59601,07/21/98
172466353,97,I11,0.3494,10952,07/23/16
681893968,2,,0.1530,98108,02/06/06
577854932,152,I23,0.3485,08817,01/29/13
446624,2,I11,-0.3701,32301,08/20/10
436039,10,I09,0.2691,22101,02/13/98
655095,13,I12,-0.6440,68505,06/14/99
505951430,21,,0.5411,90041,07/01/07
735081,14,I22,0.2976,23452,05/28/11
701455005,18,,1.6302,39440,03/04/16
475753629,14,I09,0.4381,08052,08/28/10
456769,10,I16,0.1839,14534,02/04/98
579188,9,,0.0246,70471,08/22/11
456624,23,I02,0.1056,60076,06/14/10
157687641,7,I16,0.2965,20877,12/09/06
852626,16,I22,0.6721,44087,11/10/00
281805496,21,I19,-0.1226,56258,01/22/12
452595086,43,I25,-0.0760,04627,06/25/02
686031100,3,,0.5411,91790,11/27/09
701629268,10,,0.6284,92011,06/27/13
650440159,13,I22,0.4454,93101,04/03/08
774654,11,I14,0.4332,20190,12/02/98
774705,38,I24,-0.0953,27517,07/07/98
527410924,33,I24,0.2691,22101,09/28/07
233502018,219,I11,0.2229,38103,11/06/99
507067838,39,I23,?,58601,03/18/08
791091,5,I25,0.1337,60435,02/15/14
619088848,24,I21,-0.4799,53142,07/08/02
507736167,1331,I20,0.1815,60181,10/26/08
763747,14,I27,-0.3488,73110,08/21/14
611616,189,I20,0.4125,94089,06/06/13
763356,3,I13,0.2468,98907,07/24/10
695011,11,I20,0.3849,48198,08/19/03
650002,3,I24,0.0719,06029,04/08/15
724213,2,I02,0.5114,97206,04/28/11
148567352,22,I27,1.2290,37311,11/28/06
226486820,41,I22,0.9627,49426,05/31/07
530881,34,I16,0.6106,48602,12/14/14
41971911,6,I24,0.1056,60525,10/12/04
797847,20,I22,0.5766,43217,08/27/05
503948315,223,I11,0.4125,95129,04/24/99
511878,13,I15,0.8190,30313,09/22/06
574459,16,I09,0.6648,14221,07/16/04
436858,8,I27,-0.5419,31793,09/23/02
311171864,7,I26,-0.7442,57501,10/23/12
434767,15,I12,-1.0853,35801,04/20/04
565672889,292,I09,-1.2553,17201,06/16/00
762019,40,I19,0.3749,75247,01/13/07
527724,137,I15,0.1056,60062,03/25/14
512740,14,I22,0.1530,98001,12/02/99
806765,10,I17,-0.5644,30642,02/15/00
392635177,436,I20,0.3246,49053,12/07/09
631874,8,I23,0.7062,30094,01/27/12
272335942,3,I24,0.7062,30328,06/16/10
650468653,3,I13,0.6284,92101,05/14/01
344767545,16,I23,0.4332,22310,01/13/04
409372724,28,I11,0.3918,10022,10/09/11
510925447,20,,-1.4803,56042,07/21/02
643682,362,I27,0.5296,66762,12/18/99
492170,8,I07,0.1815,60148,04/21/16
528215,47,I09,0.4332,20191,03/19/15
679169,4,I27,0.9319,80302,09/11/07
847859,26,,0.1007,63105,06/13/15
806852,6,,0.4332,22180,03/18/03
510226677,715,I19,0.5766,43212,04/13/16
482789,8,I09,0.3197,32789,02/26/16
472946,16,,0.5401,87107,05/13/13
580032092,23,I11,0.2401,28031,12/21/07
259446759,2,I07,0.3749,75001,10/13/14
477739479,2,,0.9373,37389,06/08/13
747676,96,I13,0.7132,49503,04/16/12
303044468,193,I17,0.1147,34103,08/10/11
657043451,47,I23,-0.7762,57106,07/24/00
293224042,30,I23,-1.2375,15846,05/03/05
689310,107,I16,0.7319,12550,09/15/06
220787189,36,,0.4332,20190,08/31/11
19411659,6,I24,0.7129,48202,03/04/13
490247038,40,I15,0.2401,89052,03/22/16
370081490,11,I12,0.6369,37015,02/23/98
323072622,16,I09,0.4125,95134,05/14/08
596718248,10,I24,-0.6589,04101,03/13/98
610321647,47,I26,0.3866,55106,07/02/98
313571622,301,I27,-0.5379,97338,05/15/08
555306219,110,,0.1337,60448,04/02/10
546755,15,I14,0.7075,33009,10/19/12
224403466,4,I13,0.5401,87106,12/26/10
344698335,22,I26,0.0561,53204,06/19/00
189712610,15,,-0.2625,76044,01/24/12
789349,16,I12,0.3172,43110,10/25/04
669716,17,I22,0.3793,07701,10/10/12
312205246,666,I26,0.0482,31501,08/12/98
372311025,31,I21,0.6907,48033,11/23/12
192290569,15,I13,0.8643,95814,04/06/08
602128,15,,0.4685,46562,03/02/00
103713254,9,I02,0.4798,01105,12/21/09
459029890,4,I27,-0.0555,02110,01/06/01
215840441,11,I24,-0.0555,02108,01/24/02
833544,122,,0.2401,28210,02/12/00
631664990,7,I27,0.7818,45409,12/11/11
642647,29,I23,-0.2281,33037,03/17/09
472703,176,,0.7289,29407,02/06/00
719250,40,I13,0.6284,92101,01/25/16
374602370,550,I27,0.4648,33404,10/10/13
700400,128,I27,-0.6033,54301,09/07/01
527303062,28,I13,0.3749,75251,04/26/10
761402,22,I13,0.5411,91101,09/22/01
645698,16,,-0.1424,60061,10/07/04
268928169,80,I13,-0.0801,07054,11/07/03
494721,10,I13,0.8845,47305,09/23/07
550639858,34,I27,0.6423,98405,04/22/14
401643459,15,I13,0.2946,07513,12/07/10
550558198,14,I12,-0.4655,52317,12/04/10
71333211,2,,0.4332,22315,06/06/08
483134330,333,I27,-0.2816,53718,05/11/05
157342654,13,I15,-0.4858,28601,06/13/03
446810,26,I11,-0.1704,27615,05/14/15
398261037,32,I26,-0.5369,63839,01/03/05
616636395,597,I27,0.1011,77506,08/28/05
825983,95,I25,-0.2378,02465,09/12/08
595906,13,I27,-0.3469,62901,04/05/16
768118,33,I12,0.5411,90813,02/09/00
673604393,7,,0.7450,80246,03/08/12
815226,2,I01,0.0031,19382,08/14/06
681256,1,I27,0.6297,22314,05/06/01
676455,140,I20,0.5571,38821,06/28/98
456615,10,I07,0.9521,80124,06/04/98
380466233,18,I16,-0.1704,27605,03/02/02
595692934,91,,-0.1424,60084,04/19/06
267111593,115,I17,0.2468,98937,01/27/01
837375,20,I27,-0.6325,72204,03/24/10
437532,18,I20,0.5753,43160,05/15/00
663957,24,I12,0.0000,21045,10/28/01
489337082,1683,I20,0.5073,14132,08/19/04
623671838,183,I10,0.6284,91911,02/01/12
545028,29,I27,-0.8592,57226,04/09/03
840719,11,I13,-0.0801,07932,02/11/15
392366817,13,I17,-0.0333,06035,01/09/07
541362,21,I23,-0.6589,04122,02/22/11
424197421,47,I21,0.7132,49341,02/12/00
526424,174,I22,0.1011,77087,10/04/03
578811,29,I22,0.1186,21666,09/21/09
669363,28,I23,-0.2305,67214,03/17/01
718523,3,I27,-0.2954,35976,11/04/00
532928568,20,I23,0.8877,80031,06/06/15
637278085,36,,0.3246,49007,09/19/07
772374,14,I20,0.1805,76118,01/05/09
197471983,12,I11,0.2208,37902,11/26/05
744570,5,I09,0.3413,78660,07/27/16
551514559,41,I01,0.4896,84094,09/24/99
499421327,12,I26,-0.0555,02111,08/15/01
439025,2,I20,0.6220,43606,08/19/13
419201448,40,,0.5411,90049,08/15/12
628523,14,I07,-0.9157,16242,12/10/04
151484878,178,I27,0.2401,89104,01/01/06
709205,11,I27,-0.6799,59701,02/26/00
50960193,118,I20,-1.0826,74074,05/13/10
539090404,14,I20,-0.6440,68508,07/19/06
762856,12,I23,0.8109,48624,11/29/14
437102373,31,I12,0.5114,97045,05/13/98
40522459,34,I26,0.6228,84322,08/26/11
615391304,34,I20,0.2147,63026,05/12/06
839531,3,I20,0.5516,11105,04/08/13
649960,44,I27,0.5411,90638,05/05/14
477624577,10,I27,-0.9138,54956,10/18/08
757940,2,I17,0.0144,61723,04/27/08
456362,28,I23,0.2920,85233,04/14/11
158854273,11,I20,-0.0574,15632,10/04/16
626192971,18,I15,-0.7695,83702,03/11/04
535813,38,I22,-0.6589,04103,04/11/01
589612115,46,I20,-1.0648,35987,03/30/02
550798,4,,0.2785,19140,08/18/98
754285,22,I22,0.3494,10962,04/10/02
503535,26,I22,0.3749,75063,01/11/02
387312724,60,,0.2920,85345,07/01/15
9621545,4,I20,-0.1460,08807,12/22/14
634970,14,I22,-1.0853,35801,07/18/08
34176521,55,I20,-0.2378,02451,08/22/05
535338392,12,I22,-1.2239,61741,11/17/11
698126,20,I25,-0.1124,55411,09/06/07
77485767,21,I12,-0.8247,13104,11/02/99
273138042,61,,-0.8071,75702,06/11/09
341107886,103,I20,0.1789,65806,07/11/99
688598,3,,0.0031,19341,05/23/08
868666,14,I15,0.7075,33351,03/28/05
467980453,805,I27,-1.4026,78040,03/15/03
421655161,11,I15,0.1530,98102,07/03/09
545465,11,I22,0.8253,44144,09/13/11
555192,71,I19,0.2229,38125,06/28/03
471733544,14,I02,0.8028,68822,09/25/03
702804,123,,0.3446,14733,05/03/02
481766,60,I13,0.3918,10017,08/13/11
341645126,68,I27,0.4381,08052,07/12/99
442970,86,I01,0.3918,10019,07/31/05
812705,50,I22,0.1007,63119,08/12/08
679366,15,I26,-1.2589,28801,02/01/09
507477,34,I20,0.5753,43160,04/05/11
695055,10,I19,0.2225,21212,04/06/00
475495560,11,,-0.3821,03101,10/19/14
569366,42,,-0.7799,54727,10/13/14
758383,25,I15,-1.0992,75901,06/01/10
684065,15,I27,0.9689,30005,03/24/11
487484,45,I19,-0.9377,75601,01/31/04
105460368,12,I21,0.6367,46545,10/17/12
322124143,5,I27,-0.3821,03110,01/18/12
773381,22,I20,-0.5860,50021,09/25/08
800837,13,I27,-0.3701,32301,05/23/14
624025716,25,I12,-0.4202,52057,08/15/00
403877772,749,I09,0.3918,10017,03/12/02
575865,85,I27,0.3749,75088,01/02/14
523838080,54,I10,-0.2378,02139,10/08/00
596635847,9,I22,0.1479,56557,04/04/08
527819,6,I14,0.3413,78753,05/23/08
647439134,7,I04,-0.2462,53045,02/08/00
692845,14,I23,0.7873,93308,12/16/04
686930,4,I19,0.2370,19012,08/17/02
24661816,22,I07,0.8821,30043,06/26/07
499177682,28,I27,-0.3982,36106,10/19/98
675315809,7,,0.1056,60602,09/21/05
408581645,11,I07,-0.5635,57105,01/28/02
393823854,585,,-0.0333,06095,05/01/07
540009,29,I20,0.7024,84016,12/14/99
566707,15,I27,-0.1124,55404,12/19/15
616733409,47,I20,0.1882,64111,07/19/04
172564910,441,I20,0.6907,48326,10/02/02
834775,7,I16,-0.3616,53916,02/25/07
467407,4,I11,0.1530,98007,07/30/01
615626645,11109,I09,0.4332,20171,03/13/03
850527,290,I27,0.7706,48906,02/25/10
205362062,74,I12,-0.3488,73104,03/25/14
728414,16,I16,-0.6589,04105,12/07/02
661182022,44,I03,-0.2378,02139,02/29/04
505775387,11,I27,0.7577,94565,11/26/15
44540190,13,I19,0.3493,19036,05/01/04
269984755,50,I21,0.8537,94608,07/20/14
818813,13,I12,0.3749,75061,07/11/14
568892214,16,I19,0.0306,53037,09/03/12
649243,15,I22,0.0389,85705,11/12/12
670611815,17,I16,-0.0801,07974,12/15/98
759995,5,I07,-0.2090,35630,06/15/06
502339549,41,I22,0.1774,18960,10/25/06
846267,89,,-0.0333,06032,06/05/01
527383714,9,I27,0.4648,33426,05/09/13
439675,10,I11,0.0389,85705,01/05/12
673605779,5,,0.4381,08053,07/17/06
630412,16,I02,-0.0801,07920,02/02/11
845935,39,I20,0.1942,46327,11/11/99
549583,31,I03,0.3918,10036,11/15/08
627064785,18,I09,0.1186,21617,01/30/08
15105469,17,I20,0.3430,37605,01/15/04
623723138,1219,I11,0.7577,94597,05/10/10
810429,17,I14,-0.5860,50309,03/25/16
804735,3,I19,1.4919,30028,10/25/02
39078602,21,I27,-1.2744,35150,02/25/98
466809168,17,I05,-0.0958,05604,07/05/99
731806,42,I26,0.1490,75452,06/07/13
750677,136,I26,-0.4630,79711,01/09/03
554728,18,I09,-0.1467,22407,10/11/01
623236,11,I25,0.2229,38117,07/06/01
469153,5,I13,-0.8975,71857,11/22/06
563031,13,I13,-0.8001,97321,10/06/98
621277,13,,-0.2462,53188,01/08/05
563570913,10,I12,0.1490,75034,03/12/02
510259,17,I20,0.0031,19380,02/12/09
508131,33,I02,0.7382,45750,01/18/07
381902193,14,I24,0.0558,94104,06/26/98
392342553,25,I20,0.9736,64082,05/07/08
761319,26,I19,0.3749,75234,01/26/99
652743686,32,,0.6111,84003,07/26/98
794252,10,I12,-0.7034,35601,01/09/13
500843164,58,,-0.2097,15233,03/04/07
852506,1,I20,-0.3821,03031,07/25/16
704021,15,I02,0.6907,48034,12/14/98
368516438,67,I22,0.2008,21230,03/28/98
129427919,8,I14,0.2965,20852,10/16/00
196485481,46,I21,0.3749,75261,10/12/15
620001,55,,0.7194,33131,06/16/05
755555,39,I14,-0.3000,50703,09/09/03
150800783,341,I02,0.4868,97209,02/10/06
867499,2,I15,0.6648,14221,01/13/08
238006048,5,I19,0.2370,19438,10/28/03
869432,8,I22,0.5768,11050,06/25/05
55719583,22,I09,-0.2378,01760,01/02/02
257308245,17,I02,0.1011,77079,01/12/00
295318960,12,I27,0.4326,29920,06/11/07
588827,14,I26,0.1987,41502,06/18/16
85440950,5,,-0.6325,72212,11/19/00
584749182,22,I22,0.6648,14206,03/29/07
38619820,2,I27,0.7577,94572,10/31/02
113560223,44,I13,0.5411,90067,04/29/15
373666805,21,I19,0.8483,92264,09/09/04
513728169,25,I15,-0.2305,67211,07/20/07
200999441,24,I07,0.1007,63129,06/08/13
381503630,45,I09,-0.3161,58104,04/12/98
455004,9,I20,-0.0188,01843,02/27/07
531892,3,I20,0.7129,48180,02/02/00
646910,25,I11,0.7129,48243,04/18/01
279579966,1210,I20,0.4399,64801,07/06/10
676472,38,I21,?,24115,12/14/05
503120,18,I12,-0.0953,27330,01/31/07
27526082,8,I09,-0.4861,22551,06/01/12
391880320,16,I26,-1.0047,54017,11/06/08
588010,9,I14,-0.1424,60045,06/02/07
627219,17,I19,0.3855,41042,01/31/09
869347,3,I20,0.5411,91605,01/04/10
23817522,5,I27,0.1056,60611,03/08/04
672560,3,I23,-0.2378,02459,07/19/02
94461935,14,I11,0.4125,95131,02/29/12
507914834,46,I21,0.8537,94621,01/17/07
252633753,3,I17,?,58282,10/19/00
275215913,11,I11,0.6770,92821,04/13/06
481004,1,I27,-0.1883,65109,12/13/06
549644,12,I15,0.1011,77379,05/24/14
605168934,24,I15,-0.7932,22408,09/01/03
650772,9,I09,0.1750,20166,07/11/13
725462,6,I15,-0.5716,02568,07/09/10
621143221,10,,0.5411,91202,09/22/12
555269,5,I22,-0.2127,53022,05/19/05
707059161,24,,0.2920,85250,05/14/01
690658965,73,,0.3918,10038,08/25/09
390081796,7,I19,0.2259,20701,05/22/08
624340066,295,I13,-0.0555,02210,11/11/03
617424,4,I27,0.3394,68134,06/03/99
380242922,13,I03,-0.1124,55369,12/01/01
567746121,25,I20,-0.4309,35022,03/26/05
443949,6,I09,0.2259,21122,01/26/05
360062086,5,I27,1.3621,95618,04/04/09
589602,12,,0.2370,19004,10/28/11
644778,25,I26,0.3918,10001,04/28/00
632515308,54,I27,0.2014,06610,10/22/11
551741211,136,I27,0.4184,20110,07/24/03
617725685,5,I27,-0.0971,64118,10/12/08
818538,18,I13,0.7194,33134,01/13/13
451987889,93,I27,0.1530,98109,06/02/09
511739531,23,I02,0.3394,68114,06/18/10
460203,10,I21,-0.5941,30165,07/08/13
440126,2,I21,-0.1460,08873,08/05/01
305239810,11,I27,-0.2453,02481,06/24/05
582607,18,I23,0.7054,95691,08/03/04
183096992,6,I23,-0.2453,02368,08/08/15
659885209,68,I20,0.5114,97080,02/03/08
597730196,36,I24,0.3918,10036,10/13/99
385310137,10,I12,-1.5141,59101,03/16/05
82146193,225,I25,0.5700,46140,07/18/03
551002,16,I02,0.7108,78611,12/07/04
432525,20,I13,0.2965,20852,06/23/00
771367,207,I20,0.2252,60098,05/13/00
709049,11,I17,0.0389,85719,05/01/13
668842,9,I21,-1.0276,17331,06/08/02
507230570,37,I12,1.0705,27262,04/15/09
662615,24,I17,0.0451,32963,07/11/05
714534,58,I26,0.4125,94306,04/15/15
2669503,24,I12,0.7381,95404,07/17/08
568938129,13,I12,-0.8576,72908,12/23/07
567213,194,I19,0.5411,90025,11/05/06
659018610,28,,0.5800,30120,09/30/10
610725,51,I01,-0.1841,82901,12/31/01
519991574,6,I23,0.4648,33411,08/15/13
369458524,118,I24,-0.6589,04122,03/06/98
172555612,15,,-0.5977,17101,01/21/13
584986085,5,,-0.2816,53718,06/25/14
635291,2,I11,0.2655,55076,04/25/07
659770586,3,,0.2465,45202,01/13/16
643667950,843,I09,0.3849,48108,05/14/99
845387,10,I27,0.0173,32011,10/14/10
689317,4,I14,0.1056,60527,02/25/10
495291847,24,I23,0.6284,92123,08/09/00
233342120,16,,0.4146,32207,11/12/14
478757265,25,I20,1.3610,94558,07/22/15
544739137,75,I24,-0.1437,51054,08/09/11
439029416,647,I20,0.1839,14607,04/10/05
557136273,17,I11,0.3777,75057,05/21/04
218501727,73,I19,0.2401,28217,05/24/01
625490,3,I12,-0.6972,30233,06/14/01
817220,2,I25,0.3564,78130,12/19/12
764113,456,I20,-0.5953,29341,03/28/11
344172020,131,I09,0.4332,20121,07/20/03
76614106,6,I18,-0.3488,73142,03/04/08
269296460,20,I26,0.7129,48214,06/06/02
151910260,9,I16,0.3749,75231,12/22/14
521711250,17,I22,0.5411,90503,09/13/04
653865033,13,,0.8877,80022,03/18/98
629905,15,I27,0.1801,23350,01/28/15
587378738,31,I03,0.7577,94583,04/27/08
589555732,11,I12,0.8877,80011,05/31/10
263306692,25,I21,0.1895,29461,12/23/08
349114785,18,I22,-0.2816,53562,09/13/12
527351975,922,I11,0.1011,77002,03/22/13
770753,12,I21,-0.5769,05656,05/28/15
803736,39,I26,0.2923,20011,01/18/09
252259714,17,I27,0.4271,55110,08/04/01
432112,1049,I12,0.6814,48867,01/11/98
727646,49,I14,0.8537,94607,10/15/07
564595,10,I23,0.4933,10519,12/26/04
686976,5,I12,0.5411,91105,02/01/14
622830908,600,I13,0.0558,94111,07/08/02
728339,16,I27,-0.9801,58367,05/27/16
739540,22,I22,0.2965,20817,06/24/00
591578791,45,I26,-0.5883,76853,03/21/00
630774,9,I24,-0.1424,60085,03/31/07
620081,2,I27,0.2923,20007,04/26/00
797096,10,I27,1.4100,39272,08/01/07
753611,21,I20,-0.1249,78224,12/09/99
670665,30,I02,-0.1704,27608,08/21/11
772609,59,I25,-1.0405,71854,07/16/98
258671680,12,I21,0.0897,42345,08/30/04
741809,15,I23,0.3749,75208,09/29/08
499742721,8,I27,0.6907,48323,03/11/12
48968410,87,I26,0.3918,10021,03/29/98
729329,49,I26,-0.1460,07076,11/26/05
659479320,3,,0.5411,91789,07/04/03
564955565,8,I19,0.5631,30241,02/14/16
447966,10,I19,-0.4132,74132,12/18/13
843771,2,I07,0.3493,19063,10/01/10
103179012,280,I22,0.2370,19428,05/02/06
628766650,12,I11,0.1011,77066,04/11/06
457490982,22,I25,0.3172,43113,01/08/09
570648,286,I27,0.1530,98125,11/08/09
635329494,10,,0.1839,14624,02/11/14
257224106,44,I27,0.3485,08820,01/03/06
538952188,28,I19,-0.4896,70506,12/01/06
658063,10,I21,0.4332,22030,08/02/11
834077,22,I02,0.3918,10151,06/10/10
765290,4,I19,0.7450,80110,05/14/06
344940823,335,I11,0.5411,91010,05/22/01
499524,12,I20,0.2701,43506,01/23/01
79965349,3,I13,0.2965,20814,01/06/11
793654,21,I27,-0.6509,76701,10/20/04
632832284,3,,0.3918,10017,04/23/08
684887750,498,I22,-0.6799,68343,04/10/16
664354743,28,,-0.5280,61401,02/26/98
641133,2,I21,0.4496,94080,08/24/15
497679024,21,I27,0.1490,75035,01/04/06
294008520,34,I02,0.2923,20007,05/06/16
665675,6,I09,0.1011,77035,12/06/00
672960087,3,,0.6284,91910,08/19/13
564549,23,I20,0.1774,18951,03/17/11
312205211,41,I26,0.7903,30110,05/22/12
804044,14,I27,0.3918,10013,07/22/10
816842,320,I27,-0.2462,53045,04/01/00
838216,8,I19,-0.1201,29376,06/29/07
787361,23,I22,-0.2453,02026,10/18/05
589573,10,I21,-0.2453,02043,09/09/09
510140,18,I23,0.6770,92649,04/07/13
53201683,86,I20,0.3749,75234,04/02/01
670536619,596,I20,-0.5545,73127,03/06/06
369914225,50,I19,0.5411,90248,09/21/00
673454030,911,I27,-0.1704,27612,06/30/00
455239,9,I23,0.1640,40403,05/27/03
738917,10,I14,0.5411,90028,06/25/09
560859,4,I20,0.4556,44903,11/15/01
823483,20,I18,0.1107,70537,07/28/99
791026,37,I23,-0.0624,61602,07/20/08
546937002,20,I22,-0.0188,01915,11/27/09
624028351,20,I27,-0.2816,53593,10/14/14
